ID	n_p
1G7W_A	42
2W4Q_A	7
5K3J_B	8
4U3Q_A	0
5BX2_A	8
1SJF_A	33
3EHW_A	15
3RCC_N	7
3FQI_A	3
3OVV_A	316
4JVL_A	30
2MPR_A	0
3G29_A	6
2AUN_A	3
4LZH_A	0
5WK4_B	18
3SO4_A	21
2Y3B_A	9
5M8H_A	0
1GOZ_A	38
1TH7_A	0
5W4Y_A	4
4BM4_A	39
5A16_A	1466
5CFK_A	4
3LUI_B	1
5CIQ_B	18
5C4U_A	60
1LJU_A	7
5BYJ_A	13
5ILZ_A	35
4DD5_A	38
4EYK_A	4
1DJQ_A	7
3ESS_A	13
1OB5_A	105
1MRV_A	63
5X2D_A	0
3OID_B	3
3DZO_A	1
1NWZ_A	21
2PWR_A	374
3UGH_A	8
3BU1_A	2
5HMV_A	338
2GPV_A	19
5YYF_C	4
5NJJ_A	4
1NC5_A	2
6B09_A	12
5TEE_A	15
3LHC_A	16
3KEH_A	11
3BDE_A	0
1XNF_B	0
4G11_A	139
1M6O_A	506
1UXH_A	25
1OYJ_A	0
1VG8_A	95
2YDZ_A	300
2FM5_A	77
1A0K_A	14
1C9P_A	294
5U4B_A	174
3RAZ_A	2
4X56_A	29
3DXP_A	0
4O1H_A	1
5BJS_B	9
4KDZ_A	7
4C2C_A	5
5Z20_B	9
3BDX_A	81
3ITI_A	400
4YAU_A	30
3U49_A	6
3TJM_A	3
5X9U_A	9
5L7L_A	1
5KN0_A	9
1A3Y_A	4
4NWS_A	110
5T9B_G	5
4N7Q_A	9
1T7N_A	13
4RV1_D	2
5VQP_A	6
5A98_A	0
4JTZ_A	128
4Q2E_B	1
5XYX_A	374
5GYJ_A	0
2CJB_B	2
4Q4K_A	8
5TT2_C	30
3KZ9_B	2
3QRR_A	2
3H4N_B	12
3RJV_A	0
2I2D_A	22
2WQE_A	214
3R36_A	12
1P74_A	6
5U3P_H	1364
5SV2_A	0
1UUP_A	38
4S3B_A	5
1SMI_B	72
3TND_A	4
2DUO_A	4
2A0B_A	1
5VIP_D	0
4X8O_A	52
1OTY_A	35
5IMX_A	196
4YI9_A	8
3LXR_A	62
3KNQ_A	2
3EYI_B	1
5F47_B	4
5T8Q_A	8
1ON0_B	1
5OHJ_A	73
6F85_A	5
2G2F_A	425
1W2C_A	5
1II8_A	10
5MB4_A	3
4WOJ_B	19
4DJL_A	7
5DA3_A	487
4MQY_A	15
4EU2_B	32
4FDH_E	1
1VA7_A	2
4F01_B	39
1AJ9_B	151
3PDQ_A	53
5WDU_F	120
2BTY_A	4
4JF5_A	29
4FUK_A	35
1RHH_B	1298
2ORP_A	130
4C49_C	40
4XY3_A	3
5ELO_A	16
3DWM_A	0
4OD0_A	19
5NUT_A	86
2CCN_A	35
4NV8_A	2
3E7R_L	1
1ZAK_A	0
3UGX_A	14
5T8S_A	21
5NRD_A	101
2WQQ_A	8
3KUJ_A	9
2C7O_A	24
4L01_A	12
3I2E_A	4
4PW6_A	14
5U4L_A	33
5VRV_A	0
2A7K_C	1
3I6R_A	16
3RE3_A	21
5IMO_B	739
3ZFW_A	10
4C3Y_A	0
3VW2_C	5
6BTE_A	137
1FGS_A	5
5OLX_A	19
1NRJ_B	1
1F2U_A	10
6B6P_A	294
1BIU_A	96
3BUJ_A	0
1V9F_A	4
5WJF_A	2
3NWU_A	14
2HLY_A	0
5L7P_B	25
5NC7_B	15
5XMF_A	508
5QD4_A	222
4J93_A	59
1XZN_A	13
3GYM_A	264
3EFO_B	5
1AFE_H	221
2GMN_A	5
3D3I_A	6
3VWU_A	52
2AZ9_A	416
4Z3F_A	5
4CV8_A	59
4F78_A	5
1F37_B	3
2Z99_A	0
3R45_A	2
3Q91_A	0
1XFP_A	528
3UA8_A	208
5KQ4_B	7
5J6N_A	205
3T1T_A	5
3VLN_A	13
4GF5_A	2
2V2U_A	18
4FNR_A	5
5BUF_A	10
1CU0_A	247
4V8A_AD	43
1VBM_A	9
3DKU_A	3
3VKE_A	3
1IK6_A	0
5HVG_A	14
4NBT_A	74
1OM7_A	16
5JFP_A	374
3GJS_A	115
4HVS_A	415
1NQG_A	7
2Q7O_E	62
4BH0_E	137
1KW5_A	247
4CFN_A	352
3R3L_A	16
1L9P_A	52
1FX7_A	17
5WSD_A	3
5O2D_A	3
5BPQ_A	5
4E1Y_A	4
2QY2_A	2
4PJG_A	25
4FMD_A	5
1M0Z_A	10
4JF1_A	28
4CEL_A	52
4MYF_A	5
4DOP_A	10
2W5N_A	5
5JQ2_B	72
4WRD_A	235
5E8Q_A	48
5ERM_A	1
1MRU_B	11
5FHK_D	4
3Q89_A	22
6FB3_A	0
2WBL_A	1
3D9I_B	7
1OII_A	12
5OUF_A	12
3CAX_A	4
2EB0_A	0
5HUT_A	5
4FR8_C	49
4N4B_A	4
2D4L_A	5
3N6M_A	69
5LKE_A	51
4ZCQ_A	4
4D6E_A	8
2V4I_B	3
4FAO_A	9
5UXO_A	21
3PP1_A	41
4OLP_A	0
1MZ8_B	17
3LQE_A	1
5CD5_A	120
2RII_B	52
6F5M_A	7
1HSK_A	2
2BGQ_A	7
3V3C_A	3
4NM9_A	54
4QIQ_A	3
3PM5_C	3
4XA1_A	11
5JCJ_B	23
3JYQ_A	2
1H9A_A	9
1H0A_A	3
2HO1_A	1
3D9J_B	7
2Y04_A	19
3N4M_A	33
3A2J_A	79
4XWA_A	25
5NKZ_A	3
5JQW_A	7
5DBG_A	12
4F2K_A	52
5BXJ_A	38
3KJO_A	2
4RKN_A	1
1MT9_A	361
5MK8_A	29
1B7A_A	10
2R1K_A	60
2OMZ_A	12
3ABQ_A	6
4AD1_A	13
3AN2_G	67
1NXH_A	0
4XEI_A	19
4Z9N_B	0
5C6U_A	5
6AWL_A	1
3X0O_A	18
1K28_A	7
2YKV_A	5
4FWH_A	4
3NO2_A	0
3CGH_A	4
2VEF_A	2
5XH6_A	11
4N01_A	0
1G0K_A	247
5MQV_C	56
2V27_B	1
3P60_A	110
3K28_A	14
1F7D_A	6
3G9W_A	7
1PL5_S	1
5O2C_A	19
2GDN_A	30
3GH3_A	32
3VJ8_A	22
2YWE_A	28
2PQJ_A	2
3PTO_A	8
4ZMJ_G	120
4I6U_A	15
5XD1_A	10
2X0Y_B	32
3LYW_A	0
1QTQ_A	16
1S28_A	0
1YA4_B	108
4HR0_A	19
4DDT_A	18
5B01_A	10
3KPA_A	3
3LUU_A	0
2FYT_A	13
2X0U_A	83
1HWL_A	12
5MOT_A	120
5WII_B	1
1FY9_A	31
4GXU_A	117
1ZZ6_A	11
5A50_A	5
1KKC_A	38
2GX6_A	4
2B2W_A	7
4LG9_A	3
4MX7_A	92
5WXX_A	3
4DA4_A	12
2VED_B	3
2ONO_A	79
3DHV_A	8
2MLL_B	14
6EU6_A	1
3HC0_H	1347
5XCJ_B	7
1BR1_A	103
3A5C_A	32
4WZU_A	21
4ZRR_A	37
1AA1_B	44
2XHS_A	17
3WBD_A	624
4D52_A	6
5M4O_H	5
3FWS_B	1
4AAY_A	3
4KGG_C	6
5IQ9_A	1365
3M7T_A	11
5B5B_A	79
4CSO_A	1
4NSX_A	0
4RKX_A	5
4JKK_A	17
1IH8_A	16
1TK6_A	1
3IOW_A	222
3NGB_A	120
3LHL_A	0
4H57_A	42
5O35_C	7
8ICG_A	198
4QKR_A	89
3K44_A	1
2A52_B	111
3SU9_A	33
1JWA_B	1
4PGO_A	1
1F3Z_A	1
3HZN_H	9
1W4X_A	29
2XQ1_B	68
4XG1_A	4
1O9U_A	50
5K5V_A	8
5ES2_B	2
4H0W_A	85
5TIE_A	8
4J76_A	22
5VKZ_A	5
5HWS_C	1
3VVI_A	0
3ZFL_A	45
1EF3_A	170
5A5K_A	9
2CGY_A	4
5M9S_A	20
5THP_F	2
3G9Y_A	0
2A5J_A	143
4LW9_A	3
3ESV_F	551
2FGE_A	3
3S13_A	116
3RR6_A	6
3UR9_A	21
3G9G_A	0
4FWM_A	20
4BZB_A	34
2WC9_A	1
4Z6I_A	25
3W1K_A	5
4KCO_B	130
4N9G_M	1253
5WZE_D	2
1Z0D_C	38
5V6X_A	1
5NOB_A	86
4QVD_C	29
3T9J_A	7
1GFA_A	349
2XVS_A	1
2I1A_B	1
5X9V_A	9
3ECW_A	60
4R1U_B	14
2X71_A	23
4H8L_A	1
5H9H_B	5
1ZXL_A	25
1UW3_A	12
5B0D_A	8
1QNX_A	1
3WEE_B	1
2AAG_B	2
5V09_Z	10
2WB9_A	2
2DZU_A	12
4HK8_A	23
3SL5_A	77
4Y1G_B	10
1WDU_A	0
5IES_H	1314
2VUJ_A	56
4NTT_A	316
3OIY_A	6
3V76_A	1
1JTO_A	528
2AXV_B	5
2QH1_B	1
5VE2_A	1
4EK6_A	238
4M04_A	57
3MUE_A	52
4P1V_C	19
5FZL_A	64
1C4X_A	6
5W58_A	30
5NJ4_C	9
1XY3_C	32
3ISU_A	2
5VMG_A	117
4LD6_A	0
4F30_A	12
3E7G_C	130
5H4F_A	13
5N7U_A	316
4A6Q_A	2
3ZHN_A	1
4ZCV_A	2
1QQ2_A	53
5KVB_A	2
1UT8_A	6
1ZYD_A	192
5D00_A	2
4MXW_W	1416
6ELJ_A	1435
3SUP_A	76
1I08_A	66
1L7X_B	107
5HLX_A	132
4G8K_A	6
3QHF_H	1205
3LGB_A	7
5T48_A	3
5DPS_A	16
2ISF_A	170
5M5Q_A	3
2V2E_A	67
4WPT_A	54
3NV0_A	0
2GX8_B	0
5CI7_A	145
4J12_A	126
5TYJ_A	87
1QQY_A	4
5NW5_A	1
5UPZ_A	374
4JRQ_A	10
1Q7Q_A	3
1JD3_A	6
5FZ7_A	64
4I6S_B	10
1DLQ_A	6
1ZZ2_A	374
5A5D_A	15
2IUN_A	1
4ND3_A	22
5O23_B	17
4YWM_A	5
4F46_B	31
4F4M_A	9
3TZX_B	4
1IZ2_A	23
1PMO_B	7
1TP5_A	22
1KBJ_A	14
4RLD_A	3
5DIR_A	0
3V7E_A	1
5VP3_A	2
5P38_A	411
5JV4_A	1
1YI6_A	253
4RGY_A	1
1FX2_A	1
2DSO_C	2
1YHT_A	0
1LOU_A	6
4TRD_A	235
1JT7_B	96
4MGJ_A	57
3C0C_A	1
1WPN_A	5
5GSA_A	26
2D73_A	2
4FEZ_A	55
3T0D_A	34
5NYE_A	159
2XKR_A	4
3A0B_B	16
3S88_I	10
4V4I_y	0
1E6E_A	2
3EFU_A	118
5YEF_A	14
3T16_A	235
4EON_A	612
4OUF_A	79
1QU3_A	1
4GVX_A	7
4LP2_B	7
4CV4_A	4
3PP7_A	65
3NK8_A	294
3WZT_B	5
2CY4_A	1
3Q5H_B	56
4WO6_A	338
5J7M_A	0
1L7C_A	3
3GNQ_A	88
4HSB_A	0
3DRQ_B	1196
5G1Q_G	24
1UD0_C	19
1NYC_A	1
3QO2_A	3
1G2Y_A	4
3RXK_A	294
5OK4_A	7
5U7E_A	4
4K89_A	6
5UOE_A	36
1RQ0_A	21
1QZU_A	0
2FV1_A	10
3SMR_A	37
4Y87_B	10
5W6V_A	30
1CU2_A	247
4MLR_A	49
4LZK_B	0
4EHS_A	0
3B0S_A	39
1NV9_A	3
5EZZ_A	222
1KO2_A	75
5I9I_A	20
3TWF_B	1
5GRY_A	1235
2OAN_B	87
4KTI_A	18
3IX0_A	0
4TVE_A	0
4J55_A	372
5DWP_A	174
1YMV_A	53
5TTV_A	560
4JAI_A	146
4X3J_A	24
5K9G_A	3
5HDW_A	0
5OKH_A	33
3T3X_A	10
3OG4_B	1
1EMY_A	183
4D25_A	17
4LEJ_A	1
4QFR_A	111
4WVY_A	3
1EN6_A	71
1H0M_A	1
5DVH_A	1
2YL3_A	30
3LIK_A	75
5AB5_A	3
3L0P_A	1
5Y6Y_B	8
3IO3_A	36
3R58_A	166
3D5O_A	3
5EA5_F	38
5OXW_C	2
3TQG_B	3
4M9O_A	1
3OHR_A	2
4CL1_D	2
250L_A	317
5VR8_B	12
5A70_A	29
3L70_A	11
1HC8_A	3
5VAL_A	55
3PIL_A	6
3V48_A	0
5TLS_A	49
3GRF_A	1
1YAR_O	4
4CHZ_B	98
4X99_A	126
2R7U_A	4
4W8S_A	9
3CKD_C	3
6EM7_A	316
5NK8_A	462
3CXU_A	8
1VE1_A	36
1O6J_A	12
5KX5_A	51
5F92_B	19
2IX0_A	2
4OFF_A	8
7ICS_A	198
2ZYZ_B	2
1LL1_A	3
4ZT7_B	32
3Q8T_B	3
1VSV_A	112
2NOP_A	19
4FG4_A	8
2UU7_A	7
4UG1_B	1
4K1W_A	208
4H0K_A	4
5O9T_B	20
2CZU_A	16
3ZWG_A	16
3MDP_A	0
4P0N_B	59
2Z20_A	8
1KX1_A	8
5VRC_A	1
2YO1_A	46
4EIN_B	159
4C9T_A	4
1FGC_C	374
4U71_A	38
3TVL_A	1
5T3V_B	2
2DQR_A	5
1PKK_A	5
3PNY_B	4
1N0X_K	1234
5XZR_A	133
4RFE_A	1244
1T5W_B	70
1EF8_A	1
4O4C_A	3
1B15_A	7
2J8W_A	0
4L23_A	135
2QGO_A	0
4F3G_A	208
5YI8_A	4
1BI2_A	22
2O8U_A	69
1V94_A	15
1WR2_A	1
3D7C_A	10
3K3Q_B	45
5VCV_A	8
4LMA_A	63
3KWY_A	49
3G00_A	46
2AYV_A	47
5HPI_A	1
1OZU_A	60
5D7O_B	51
4D3I_A	82
6F3T_A	1
1EK3_A	184
3Q8M_A	8
4KUJ_B	1
1GZ2_A	0
5KQV_F	6
3D5K_A	12
1W80_A	5
4I0Y_A	21
1S35_A	0
3K13_C	0
1BT5_A	124
5M6M_A	28
5MLO_A	21
4EIC_A	8
5EM6_A	456
1MLV_B	6
3R9Y_A	8
5OTC_A	11
1URM_A	10
4K2C_A	67
6BDP_A	13
2QF7_A	31
3PCV_A	15
4S0O_A	10
1HKB_A	53
6BIE_A	6
5W0J_A	0
4Q9G_A	91
4WDH_A	16
3CXZ_A	26
3EV1_A	126
5OMC_A	2
3EMC_A	35
2XIC_B	3
3DKS_A	15
3ENC_A	0
4PZ4_A	12
1OOC_A	4
4PZ1_A	1
3INY_A	62
3DGT_A	1
5XA0_A	9
1K3Y_A	46
1OLQ_A	13
5XM7_A	52
1NOP_B	8
4L04_B	47
1B9W_A	1
3VOO_A	7
3UGO_A	6
4U7T_A	13
3Q5I_A	122
2X0O_A	3
5U7K_B	18
1E9I_D	55
3GKT_A	16
1QZ2_A	11
3ZZW_A	2
2WVR_C	1
1P9P_A	35
1FO4_A	24
1CF8_H	1166
6BIB_B	21
4NSL_A	10
4GS3_A	0
5TGF_A	1
4BCG_A	267
4NX4_C	59
3BUK_C	1
3MIZ_A	0
4J7Z_D	1
3D6X_B	15
1YQP_A	72
1OK6_A	4
4H27_A	3
3WE9_A	0
5SXH_A	17
3TBH_A	25
5A9C_A	2
3EGZ_A	33
5V4B_B	15
2ON7_A	6
3G15_A	11
1PU6_A	1
5PNT_A	25
4XCA_A	3
5ONN_A	3
5EFO_B	40
3IF7_A	116
1MMI_A	32
3LW6_A	5
4MPL_A	9
1ODZ_A	7
1NVV_S	21
1OC6_A	26
3HMR_A	12
5NJD_A	9
5D59_A	21
3QN7_A	357
3IK7_A	40
5WX6_D	31
2OZ4_A	4
2EWP_A	19
5LGW_A	9
1HL4_A	99
2P4K_A	74
4W8G_A	1
2ABE_A	371
2OJ5_B	5
4EMB_A	25
2Z47_A	8
1BHX_B	220
1RZ6_A	5
5EGU_A	164
3Q5X_A	1
2H9H_A	5
5E3P_A	8
4JGH_D	1
2D57_A	13
3KK0_A	8
5HPB_A	58
2QAS_A	1
3ZQR_B	136
2GID_G	2
4QC6_A	2
1OR6_A	1
2JIH_B	11
3ZQL_A	3
4OED_A	110
5L5L_A	12
2NLX_A	1
2Y6P_B	6
4IN2_A	21
4YO7_A	0
5X6A_A	3
6B94_A	24
4PF1_B	18
6EQL_A	28
1SUA_A	62
3B1V_A	24
1BZ7_B	1550
5CTC_A	22
5X18_A	30
2E99_A	32
3PX0_A	93
2Z6W_A	113
1AU4_A	116
5JI5_A	17
1JEQ_A	0
4X1M_A	3
2QX1_A	24
2OUL_A	57
3IFA_A	59
2ID8_A	56
5YKO_A	30
1MU9_B	8
5WB4_F	1
5VC5_A	19
4RA6_A	9
1N63_B	4
3CZJ_A	34
3OP3_A	0
1AL3_A	7
2V1M_A	8
4BV1_A	0
2W2T_A	78
6AVN_H	1211
5DGO_A	0
3O1F_A	8
3AUW_B	24
3SEZ_A	5
4MUI_A	56
5AQB_A	185
5Y3K_A	11
1BC7_C	18
4GL3_A	5
1PB7_A	28
1A68_A	12
4OBJ_A	360
5D8K_B	12
2RIN_A	3
1KNZ_A	0
5CP9_A	12
1R8X_A	11
5T6G_A	21
3C3Y_B	2
5VEQ_A	15
3VXT_B	101
3ITN_A	116
1VYH_C	6
4QDX_A	16
1QZ3_A	16
3S6K_A	4
4QJP_A	360
3QZ5_B	3
3O5D_A	38
1HLO_A	3
3G84_A	30
5E4Y_A	3
1LJ2_B	0
2PFH_A	170
5JVS_A	12
4HGT_B	56
3KEO_A	2
1XKH_A	4
5IU9_A	7
1JWV_A	103
1EKU_B	2
2ZPP_B	104
4KYN_A	2
3H08_A	11
3H1P_B	125
5W7F_A	6
4JGS_G	2
5VFA_A	4
4G4F_A	6
3V4J_B	18
5T3X_G	120
1U68_A	1
4B4H_A	13
4WEX_A	16
4X7N_A	10
4HA3_A	9
5LT9_A	4
1X0G_A	0
4FVL_A	70
3SLT_A	6
4YDX_A	7
4RPK_A	13
3FGR_B	3
2ZRK_A	58
1PV5_A	0
2Z5H_C	52
1UIK_A	9
3CXV_A	26
2GFS_A	374
1S2U_A	1
5IIZ_A	9
1W02_A	53
3DTO_A	54
1YWQ_A	0
4TXO_E	2
1T93_A	26
5JRM_A	24
3DS9_A	45
5ECC_A	1
3KGU_A	174
1B33_B	7
4I53_A	120
2ZHX_A	11
1JF7_A	127
1GU3_A	0
1B07_A	3
3ZX1_A	36
3G2G_A	65
2YHO_B	49
3TQ1_A	51
5JTI_A	3
5YIL_A	44
1IR1_A	22
1Z6Q_A	107
2RCW_A	45
2H28_A	2
5ADU_L	40
3GFO_A	6
3H8H_A	2
5IEA_A	6
3OD8_F	0
2YQH_A	8
4NA2_A	16
3GK2_A	33
3G0D_B	53
2F35_A	216
3DZC_A	8
4RPP_B	65
2E2J_A	67
4U1F_A	0
3EAT_X	1
5VPY_A	171
3PUU_A	54
4ZKA_A	1
4XS4_B	52
3LP8_A	4
3IEH_A	2
4ZM4_A	4
3CN9_A	3
5WLF_A	2
4DY9_A	1
1PHJ_A	8
3IC3_A	0
2P04_A	1
3TEO_A	1
5C77_A	4
1ISO_A	38
5OFI_A	3
3WTN_A	30
4NH3_A	8
4DGR_A	48
3JPU_C	4
3WDJ_A	37
5U9U_A	8
4GU2_A	118
5F2N_A	2
2A8Q_A	10
4XNC_A	88
4JTK_B	47
4GNC_A	3
4V00_B	2
3MTB_A	107
3UGF_B	8
1RB7_A	3
3VC2_D	4
2JJ6_A	2
3AYL_B	4
4HZB_B	1
3ASE_A	132
4PGK_A	18
3K12_D	0
4ZVS_C	123
5NIT_A	3
1S59_A	55
5C76_A	41
2OR9_I	1385
4XZ9_C	4
1N7K_A	4
3LD2_B	0
2FQY_A	1
4IMR_A	10
1URH_A	0
1EB0_A	2
4ZUZ_B	3
1UHG_A	4
1JJB_A	112
1AQU_B	34
5A80_A	81
1E18_A	10
2GN0_C	8
3WLC_A	366
4DGM_A	120
1TS4_A	11
4F5I_A	36
3I61_A	14
4OYZ_A	5
2H76_A	50
5YB0_B	3
1RKI_A	0
1V6O_A	8
4XN5_A	54
3VYU_B	3
4LOR_A	6
5K04_A	1
4PCT_B	17
6BDD_A	1
1XUB_A	6
1Q77_A	0
2X1U_A	139
3F29_B	21
5IVP_A	30
1H63_A	40
1BG9_A	31
5HJJ_A	22
1U5Y_A	6
4MJE_A	22
3I4K_A	2
1CDK_A	351
1JFI_C	7
5KR9_A	224
2IEO_A	374
1IZO_A	8
3OZJ_A	49
5VXZ_A	1
2GHQ_A	10
3FFN_A	16
3TR7_A	29
1DGP_A	17
2H44_A	26
3ESZ_A	9
3PXZ_A	238
3N96_A	221
5I0P_C	4
6BNG_A	47
3JV7_A	6
5HXK_A	0
4EJZ_A	5
3CDT_A	317
3L9J_T	11
4EAN_A	9
1EVU_A	20
3WAG_B	1
4J9H_A	23
1WYW_A	17
4YTW_D	4
4Y5V_C	2
4AEC_A	68
3E1Y_A	2
5MKK_A	6
4K1G_A	5
3QSZ_B	0
1JLT_A	47
2Z42_A	6
3KTJ_A	39
1R65_A	15
2VXW_A	10
2R7N_A	8
1AB0_A	49
4DN0_A	5
3D3O_A	0
6F2V_A	44
2RED_A	4
5YSP_A	4
5IFH_H	780
2WTB_A	9
2VQP_A	3
5C2X_A	17
2VVF_A	0
4WIS_A	1
1K2V_N	3
5F7S_A	10
5SZ1_A	371
3N7E_A	3
5V3M_C	13
4RFM_A	426
4O1K_A	19
5KZ0_A	196
3M9J_A	38
3VN9_A	14
5P6T_A	411
2ZFX_A	79
2GN8_B	7
3RPX_A	0
4JGX_B	0
4ZQX_A	2
2QUU_A	42
2HGX_A	25
1W8V_A	85
3L8S_A	374
4QF9_B	216
1K3O_A	40
3WD7_A	61
2WXR_A	158
4USW_A	20
3W0N_A	6
4J8A_A	270
3E5R_A	94
2CNQ_A	5
5ODI_G	4
5K35_A	1
1F59_A	10
4AWD_A	0
3R91_A	205
2NPA_C	169
229L_A	247
3EXS_B	1
4QUH_A	116
4M2F_A	16
1WLY_A	3
1AL7_A	27
4WFQ_A	0
1YZ6_A	3
4LFG_A	21
5CXY_A	4
4LGG_A	151
2RDB_A	34
5FH4_A	54
4I70_A	15
4KF5_C	356
4WV7_A	49
2X38_A	158
3MFH_A	30
1P33_B	21
2Y25_A	3
4GAJ_H	1305
3I7Z_A	127
4XNX_A	20
1QUV_A	128
1YFF_B	151
5KY3_A	11
3SUN_A	76
4U1G_A	4
1B67_A	2
2BMK_B	1416
4H4G_E	3
3VNS_A	15
2CLD_X	187
1S7D_A	3
2CJE_A	10
2FCU_A	2
5NKX_A	1
5U89_A	18
3NJR_A	1
1EP3_A	4
2YFV_B	1
5H6Y_A	9
5UN6_B	4
3H4H_A	52
2B4K_A	18
1Z9O_A	2
1S8F_B	89
4C3R_A	146
2ZP6_B	104
4KIW_A	18
3CE2_A	1
4ILG_A	4
5V7U_H	1288
3JV9_A	3
3X2L_A	9
3FKB_A	41
2ZE8_A	3
4UOB_A	0
5EPI_C	8
5OND_A	1
6AW6_A	58
2I6T_A	2
5A7F_A	209
5FDO_A	46
3B5M_B	0
5P2D_A	411
4PO0_A	68
5DXQ_B	224
5GVX_A	0
2VT2_B	1
4YIP_A	66
3BDK_B	2
5VNR_A	247
1JV5_B	785
4EBL_A	30
1H1X_A	183
5C55_A	1
5HKH_A	2
2GNV_A	6
2PBP_A	8
4L98_B	169
4JGE_B	8
2DPR_A	0
3DSH_A	0
1A9E_A	569
4CM7_A	50
1O64_A	0
3O8Q_A	9
4YKM_A	36
4X5K_A	2
3CH1_A	505
5YVW_B	50
4ZU9_A	78
2D3V_A	10
5VKY_A	0
5DI8_A	126
2FRX_A	7
1M9T_A	130
1T8B_A	1
1KDR_B	5
4TMP_C	4
5JPE_A	45
3UX3_A	1
3A60_B	248
3DHG_D	34
5K1I_B	77
6AML_A	60
2C1G_A	7
3GKY_B	104
4V7O_A4	0
4A8F_A	12
1UTE_A	5
4CH3_A	29
1L1Z_A	25
1YKR_A	238
4NRM_A	6
2ZPH_B	10
4LGN_A	4
4HGU_A	0
2ORR_A	115
2WTS_A	11
4C2G_A	5
1FSR_A	371
5P6P_A	411
1M53_A	32
4NL9_A	1
4CW1_A	282
2TMG_A	16
1OTI_A	21
5XDD_A	7
5VYW_D	37
4G8Z_X	69
1I70_A	16
3MOI_A	0
4HVI_A	560
2NOJ_E	30
1R6X_A	10
4RA2_A	11
2NAP_A	13
5M7X_A	27
3BHL_A	131
4QFW_A	2
2H8G_A	3
4FGI_A	9
4L95_C	5
3HBC_A	2
5SWH_B	151
3OK8_A	0
5U93_B	1
2F7W_A	9
4REB_A	7
3VK5_A	5
4MZO_B	88
4UF3_A	2
3ES3_A	79
2Z2R_A	1
1QK1_A	35
4FOP_A	30
5C9V_A	9
5T22_B	6
5SZQ_A	13
5B5E_B	16
5E5S_A	7
5C9A_B	8
2WNZ_A	36
5OLR_C	2
3OB2_B	25
5IC5_A	52
1A1E_A	31
4CXA_A	285
3KA4_A	96
2XYO_A	11
2Z5E_A	0
3N08_B	0
4Q48_B	11
5OX7_A	0
4M2J_A	2
4V3G_A	6
5BN6_E	26
3S2K_B	4
1OHU_A	1
1L1R_A	3
5NEV_C	238
1XOF_A	3
4KS4_A	47
1YO2_A	383
1C6X_A	405
4L6W_B	3
5KHX_A	512
3FCC_A	8
5YHB_A	15
1JB1_A	4
5Q00_A	59
3F9R_A	4
2EUZ_A	8
4HL0_A	2
1KBI_A	14
4N62_A	33
4ZAJ_A	12
1URN_A	33
3LI3_A	23
1JSY_A	15
3MLV_H	1219
1LWO_A	107
4MGR_C	4
4GZQ_A	60
3IHZ_A	8
3ABW_A	14
1MJT_B	16
1UGA_A	399
5EUT_A	247
1BR4_A	103
5KCN_A	4
1TWB_A	7
3K4N_A	28
5XR7_A	38
3MLH_B	80
3MYT_B	12
1GN1_B	1
5F59_A	2
4KUL_A	7
5I9B_A	116
1B4T_A	8
3DN9_B	19
1DTT_A	166
1QDB_A	9
3NGU_A	57
4WUU_A	512
2WH8_A	7
1ROC_A	16
4KE5_A	150
5H3J_A	6
1WPP_A	7
4QT8_A	6
2O9F_A	11
3W3N_A	29
4Z0S_A	48
5GPA_A	4
5K6Y_B	8
4LW6_A	5
1FUN_A	99
3PFU_A	3
3X0Y_A	7
4TZ8_A	16
1UEG_A	5
5C34_B	5
2AFA_A	2
1NU7_D	1
2QTF_A	13
2Q2R_A	4
2QFW_D	47
4R0A_A	29
2PV2_A	3
3F2A_A	90
5K8P_D	3
3L2B_A	1
5AMQ_A	2
4QLZ_A	17
4PJL_A	70
3N1X_A	34
5UPY_A	56
4JAN_A	1359
4DC1_B	21
1ZL9_A	4
4FDM_A	13
4QEP_A	2
2Y7E_B	3
5OEY_C	54
4H1H_A	1
2ATZ_A	0
4CYU_A	30
1RCX_B	44
4OAU_C	6
2DP3_A	65
3VMI_A	14
2BH2_A	1
3WY3_A	10
2G9W_A	0
1LT7_A	2
4XQJ_A	6
2BFG_A	2
2YLZ_A	20
4HLX_A	1
5HB8_A	1
3H0W_A	22
2F11_A	15
5N4J_H	1250
5BWI_A	0
3TQX_A	1
2XYN_A	425
4IOV_A	14
4N7Z_A	2
3G06_A	1
1ZMI_A	19
2IXD_A	0
2Q86_B	110
2R70_A	8
2P4T_A	5
4P7V_A	25
5JK5_B	18
4QWM_A	87
5HVN_A	12
2R3U_B	27
4DQH_A	373
5C42_A	166
4JWP_A	6
5VFC_A	37
4LCX_A	35
4CZU_D	242
2JCL_A	132
2VV6_D	9
3A43_A	1
5A3N_A	64
3VHS_B	1
3PY2_A	48
5FTS_A	44
5YAS_A	22
4E8O_B	5
3ZR5_A	27
1B8G_B	6
5LK3_A	8
5YDE_A	1
3LN2_A	81
5CP0_A	29
3HVX_A	7
4TVV_A	15
4IPW_A	26
3QEV_A	76
3SJK_A	16
5P2N_A	411
1UIC_A	477
4WSK_B	17
2YMY_B	1
4LXQ_B	6
4J5K_A	16
2B5H_A	35
5NHS_A	8
3RBW_C	1
3AAP_A	2
4KEJ_A	20
207L_A	491
2WZT_A	76
5KSX_F	77
4N8L_A	6
2R6N_A	85
2RG3_A	7
5FOB_B	30
4X1S_U	357
5B2A_O	25
